"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jul 18 13:22:43 IST 2022","Mon Jul 18 13:23:40 IST 2022","56712","Suite","Test","Library.AudioCheck","Library.AudioCheck","teacherVideocheck","teacherVideocheck","Examine whether or not the audio can successfully played properly."
"failed","Mon Jul 18 13:29:40 IST 2022","Mon Jul 18 13:29:41 IST 2022","1445","Suite","Test","loginFunctionality.UserSignInFunctionality","loginFunctionality.UserSignInFunctionality","IncorrectTeacherMobileNoCheck","IncorrectTeacherMobileNoCheck","Examin Teacher Login with incorrect mobile number"
"passed","Mon Jul 18 12:16:35 IST 2022","Mon Jul 18 12:17:00 IST 2022","25427","Suite","Test","Library.LibLandingPageCheck","Library.LibLandingPageCheck","teacherLanding","teacherLanding","Examine whether or not the teacher can successfully get inside the library module."
"broken","Mon Jul 18 12:44:09 IST 2022","Mon Jul 18 12:44:59 IST 2022","50005","Suite","Test","Library.LessonNameVerify","Library.LessonNameVerify","TeacherLessonNameCheck","TeacherLessonNameCheck","Whichever option is selected, the lesson name should be clearly visible."
"passed","Mon Jul 18 12:17:29 IST 2022","Mon Jul 18 12:17:55 IST 2022","25395","Suite","Test","Library.LibLandingPageCheck","Library.LibLandingPageCheck","teacherLanding","teacherLanding","Examine whether or not the teacher can successfully get inside the library module."
"passed","Mon Jul 18 12:09:41 IST 2022","Mon Jul 18 12:10:41 IST 2022","59371","Suite","Test","Notebook.LessonNameVerify","Notebook.LessonNameVerify","TeacherLessonNameCheck","TeacherLessonNameCheck","Whichever option is selected, the lesson name should be clearly visible."
"failed","Mon Jul 18 13:26:28 IST 2022","Mon Jul 18 13:26:35 IST 2022","7728","Suite","Test","loginFunctionality.UserSignInFunctionality","loginFunctionality.UserSignInFunctionality","StudentLoginPageIncorrectPassword","StudentLoginPageIncorrectPassword","Examin Student Login with incorrect password details"
"failed","Mon Jul 18 13:27:48 IST 2022","Mon Jul 18 13:28:00 IST 2022","12560","Suite","Test","loginFunctionality.UserSignInFunctionality","loginFunctionality.UserSignInFunctionality","TeacherLoginPageCorrectCredentials","TeacherLoginPageCorrectCredentials","Examin Teachers Login with correct details"
"passed","Mon Jul 18 12:50:14 IST 2022","Mon Jul 18 12:51:58 IST 2022","104032","Suite","Test","Library.LessonTopicsVerify","Library.LessonTopicsVerify","StudentLessonTopicCheck","StudentLessonTopicCheck","Whichever option is selected, the lesson name should be clearly visible."
"passed","Mon Jul 18 12:19:01 IST 2022","Mon Jul 18 12:19:32 IST 2022","30438","Suite","Test","Library.GradeCheck","Library.GradeCheck","CheckStudentBookGrade","CheckStudentBookGrade","To see if a student in a specific grade has the correct grade book"
"passed","Mon Jul 18 12:24:48 IST 2022","Mon Jul 18 12:25:28 IST 2022","40558","Suite","Test","Library.WorkbookNameVerify","Library.WorkbookNameVerify","StudentWorkbookCheck","StudentWorkbookCheck","To check if the student workbook name is the same as that mentioned in the library image"
"passed","Mon Jul 18 13:28:52 IST 2022","Mon Jul 18 13:29:03 IST 2022","10848","Suite","Test","loginFunctionality.UserSignInFunctionality","loginFunctionality.UserSignInFunctionality","TeacherLoginPageIncorrectPassword","TeacherLoginPageIncorrectPassword","Examin Teacher Login with incorrect password details"
"passed","Mon Jul 18 13:12:14 IST 2022","Mon Jul 18 13:13:17 IST 2022","63452","Suite","Test","Library.VideoCheck","Library.VideoCheck","teacherVideocheck","teacherVideocheck","Examine whether or not the video can successfully played properly."
"passed","Mon Jul 18 13:29:43 IST 2022","Mon Jul 18 13:29:43 IST 2022","108","Suite","Test","loginFunctionality.UserSignInFunctionality","loginFunctionality.UserSignInFunctionality","IncorrectTeacherMobileNoCheck","IncorrectTeacherMobileNoCheck","Examin Teacher Login with incorrect mobile number"
"passed","Mon Jul 18 12:26:50 IST 2022","Mon Jul 18 12:27:26 IST 2022","35649","Suite","Test","Library.WorkbookNameVerify","Library.WorkbookNameVerify","TeacherWorkbookCheck","TeacherWorkbookCheck","To check if the teacher workbook name is the same as that mentioned in the library image"
"failed","Mon Jul 18 13:26:55 IST 2022","Mon Jul 18 13:26:56 IST 2022","1465","Suite","Test","loginFunctionality.UserSignInFunctionality","loginFunctionality.UserSignInFunctionality","IncorrectStudentMobileNoCheck","IncorrectStudentMobileNoCheck","Examin Student Login with incorrect mobile number"
"failed","Mon Jul 18 13:26:58 IST 2022","Mon Jul 18 13:27:00 IST 2022","1686","Suite","Test","loginFunctionality.UserSignInFunctionality","loginFunctionality.UserSignInFunctionality","IncorrectStudentMobileNoCheck","IncorrectStudentMobileNoCheck","Examin Student Login with incorrect mobile number"
"failed","Mon Jul 18 13:29:36 IST 2022","Mon Jul 18 13:29:37 IST 2022","1435","Suite","Test","loginFunctionality.UserSignInFunctionality","loginFunctionality.UserSignInFunctionality","IncorrectTeacherMobileNoCheck","IncorrectTeacherMobileNoCheck","Examin Teacher Login with incorrect mobile number"
"passed","Mon Jul 18 12:12:58 IST 2022","Mon Jul 18 12:13:29 IST 2022","30484","Suite","Test","Library.LibLandingPageCheck","Library.LibLandingPageCheck","studentLanding","studentLanding","Examine whether or not the student can successfully get inside the library module."
"passed","Mon Jul 18 13:19:43 IST 2022","Mon Jul 18 13:20:40 IST 2022","56798","Suite","Test","Library.AudioCheck","Library.AudioCheck","teacherVideocheck","teacherVideocheck","Examine whether or not the audio can successfully played properly."
"passed","Mon Jul 18 13:24:50 IST 2022","Mon Jul 18 13:25:03 IST 2022","13071","Suite","Test","loginFunctionality.UserSignInFunctionality","loginFunctionality.UserSignInFunctionality","StudentLoginPageCorrectCredentials","StudentLoginPageCorrectCredentials","Examin Student Login with correct details"
